,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37,Feature 38,Feature 39,Feature 40,Feature 41,Feature 42,Feature 43,Feature 44,Feature 45,Feature 46,Feature 47,Feature 48,Feature 49,Feature 50,Feature 51,Feature 52,Feature 53,Feature 54,Feature 55,Feature 56,Feature 57,Feature 58,Feature 59,Feature 60,Feature 61,Feature 62,Feature 63,Feature 64,Feature 65,Feature 66,Feature 67,Feature 68,Feature 69,Feature 70,Feature 71,Feature 72,Feature 73,Feature 74,Feature 75,Feature 76,Feature 77,Feature 78,Feature 79,Feature 80,Feature 81,Feature 82,Feature 83,Feature 84,Feature 85,Feature 86,Feature 87,Feature 88,Feature 89,Feature 90,Feature 91,Feature 92,Feature 93,Feature 94,Feature 95,Feature 96,Feature 97,Feature 98,Feature 99,Feature 100
473,387.121401,60.8496226,8.80467404,467.040318,61.1708606,11.9414943,836.020898,61.986443,18.9496585,5953.74271,62.5409553,22.9954724,38509.7624,62.6029596,23.3966872,387.121401,60.8496226,8.80467404,8479608.14,2822.02056,-415.197436,-0.0480518519,467.040318,61.1708606,11.9414943,8605428.86,2715.67373,-527.802583,-0.0520662038,836.020898,61.986443,18.9496585,8684744.49,2441.99227,-1296.14516,-0.1010356,5953.74271,62.5409553,22.9954724,8184092.12,2268.8449,-2763.35158,-0.201432583,38509.7624,62.6029596,23.3966872,7996904.71,2241.33045,-2728.0345,-0.199439746,387.121401,0.00096707674,0.000165783682,467.040318,0.00124539512,0.000248849589,836.020898,0.00187034734,0.000447611009,5953.74271,0.00245998098,0.0204226955,38509.7624,0.0203596885,35.0197624,1.43938747,62.0355062,19.4791024,8479608.14,2822.04638,1349.95491,0.105038111,1.94745154,63.2438093,27.115947,8605428.86,2715.72122,2017.02021,0.13204185,3.04299109,64.476033,31.8917385,8684746.34,2442.05776,3534.77147,0.212394699,3.88692682,64.951537,32.9206224,8201417.06,2278.18118,3765.87455,0.229185629,3.98849619,64.9951951,32.9923407,8068527.98,2281.85609,3621.5096,0.221965727
392,66.7832087,2918.86196,11665715.9,110.176794,2552.76401,10513003.2,342.89,2294.17997,9126982.21,4026.10396,2247.43599,8367719.16,40801.476,2245.59455,8231002.47,66.7832087,2918.86196,11665715.9,11665715.9,2919.55427,1289.21532,0.0701485184,110.176794,2552.764,10513003.2,10513003.2,2553.55159,-519.908093,-0.0302495477,342.89,2294.17997,9126982.21,9126982.21,2295.04559,-2150.17457,-0.139614658,4026.10396,2247.43599,8367719.16,8367719.16,2248.30693,-2752.39524,-0.197453246,40801.476,2245.59455,8231002.47,8231002.47,2246.46613,-2678.10962,-0.193942614,66.7679009,0.00874100762,0.00425911453,109.989646,0.00696867543,0.00357853492,340.601983,0.00499107954,0.00250098928,4010.18083,0.00366009428,0.00182046282,40373.5752,0.00376198816,0.384240153,66.7679009,2919.46986,11666769.0,11666769.0,2920.23118,2006.34843,0.101629128,109.989646,2556.65253,10521920.2,10521920.2,2557.52174,-543.833133,-0.029096942,340.601983,2307.79452,9160242.5,9160242.5,2308.7573,-3729.18014,-0.214510604,4010.18083,2255.44933,8384513.75,8384513.75,2256.43439,-4890.45347,-0.294453512,40373.5752,2267.36265,8272405.7,8272405.7,2268.34253,-5071.27891,-0.307446884
233,313.962679,62.7565485,24.0701156,356.679621,62.7108059,23.7903054,658.923966,62.7286048,24.023865,6001.83026,62.6264233,23.5314735,49703.2319,62.5939627,23.3335453,313.962679,62.7565485,24.0701156,10580972.2,2735.93075,-4322.81295,-0.270872283,356.679621,62.7108059,23.7903054,10527045.7,2736.43896,-4095.94515,-0.25882181,658.923966,62.7286048,24.023865,9885264.51,2588.50372,-3200.45498,-0.207680698,6001.83026,62.6264233,23.5314735,8118189.21,2282.76008,-2970.53066,-0.214921515,49703.2319,62.5939627,23.3335453,7922141.23,2240.08998,-2803.22227,-0.206179688,313.962679,0.00236694284,0.00203226496,356.679621,0.00263388836,0.00222859275,658.923966,0.00273862271,0.00195412038,6001.83026,0.00244029807,0.00107899083,49703.2319,0.00905784858,12.9706894,3.23856434,64.6086882,32.2421262,10580972.2,2735.97387,102.643395,0.00555720458,3.51669256,64.7712857,32.5950119,10527050.2,2736.48995,79.6127818,0.00429787599,3.82937729,64.9258565,32.880439,9894711.94,2594.01175,557.60352,0.0309139945,4.03483372,64.9574642,32.930694,8181758.76,2318.45392,111.003897,0.00676261168,8.82790215,63.6216592,28.8953291,7986570.22,2277.16988,49.9578097,0.00328858756
773,439.336576,62.7738342,24.6864821,538.151624,62.7652349,24.5493472,975.965054,62.6423441,23.6672809,6126.87363,62.5973817,23.3164517,60933.862,62.5742407,23.1516741,439.336576,62.7738342,24.6864821,9274087.89,2330.326,-3680.75911,-0.243260833,538.151624,62.7652349,24.5493472,9462287.78,2317.75728,-3457.22244,-0.226834586,975.965054,62.6423441,23.6672809,8951464.95,2213.26553,-3073.45559,-0.211157106,6126.87363,62.5973817,23.3164517,8177063.0,2195.98981,-2892.7358,-0.209497511,60933.862,62.5742407,23.1516741,8231215.54,2232.34021,-2640.79219,-0.191298269,439.336576,0.00170386171,0.00180492036,538.151624,0.00193144208,0.00211716274,975.965054,0.00199336191,0.00195620992,6126.87363,0.00239939351,0.00131053644,60933.862,0.00241862388,0.099942406,4.03495035,63.3784141,28.4600387,9278720.72,2332.73253,822.875514,0.0506375104,4.37580577,63.6301264,29.3773531,9483786.07,2327.55014,512.062111,0.0306778864,4.77519724,63.87823,30.1071492,9094059.16,2273.76942,251.818564,0.0152185768,4.98980049,63.9830497,30.3552231,8271884.52,2241.93673,34.2275129,0.00216001316,9.38050306,63.2861819,27.3218493,8293624.23,2265.12246,-9.63160364,-0.000639839989
894,150.847039,2691.69837,7988552.83,207.020355,2545.59677,7995123.02,440.35216,2397.99246,7711974.82,4020.57537,2254.17797,7457209.22,33385.6516,2236.00708,7868873.43,150.847039,2691.69837,7988552.83,7988552.83,2692.41603,-2857.76835,-0.227947021,207.020355,2545.59677,7995123.02,7995123.02,2546.36231,-3399.39601,-0.257536489,440.35216,2397.99246,7711974.82,7711974.82,2398.80766,-3541.90219,-0.267579887,4020.57537,2254.17797,7457209.22,7457209.22,2255.04573,-2960.42397,-0.225854669,33385.6516,2236.00708,7868873.43,7868873.43,2236.88277,-2769.8446,-0.204685388,150.847039,0.00240745716,0.00036277155,207.020355,0.00277842808,0.000551160833,440.345812,0.00359400941,0.00102142227,4004.995,0.00364789784,0.00136761953,32829.1638,0.0146036481,21.5145842,150.847039,2691.69837,7988552.83,7988552.83,2692.50741,0.0,0.0,207.020355,2545.59677,7995123.02,7995123.02,2546.45222,0.0,0.0,440.345812,2398.02317,7712019.98,7712019.98,2398.93124,0.0,0.0,4004.995,2262.33502,7468926.63,7468926.63,2263.29753,0.0,0.0,32829.1623,2270.85287,7928362.15,7928362.15,2271.81177,0.0,0.0
584,304.001369,60.5571623,3.45066176,355.902337,60.7803053,6.08642419,714.646928,61.6368822,15.1119108,6667.54673,62.4426116,22.2056965,62321.6278,62.570017,23.1623895,304.001369,60.5571623,3.45066176,12104695.3,2745.22278,-1674.65776,-0.259118213,355.902337,60.7803053,6.08642418,11328240.7,2595.62376,-982.607319,-0.118336209,714.646928,61.6368822,15.1119108,9723518.57,2362.26331,-1602.14973,-0.132169633,6667.54673,62.4426116,22.2056965,8440608.57,2257.75335,-2859.49712,-0.208867363,62321.6278,62.570017,23.1623895,8093922.57,2261.83607,-2736.48668,-0.199858276,304.001369,0.00265310744,0.00216846259,355.902337,0.0026451303,0.00208445705,714.646928,0.00252779293,0.00176234822,6667.54673,0.00223814029,0.00220963742,62321.6278,0.00341599338,2.30947683,1.0,66.0,0.0,12245350.6,2819.48031,0.0,0.0,1.0,66.0,0.0,11675739.1,2778.36389,0.0,0.0,1.0,66.0,0.0,10112763.6,2570.45645,0.0,0.0,1.0,66.0,0.0,8532767.43,2307.6863,0.0,0.0,1.0,66.0,0.0,8136525.01,2286.20743,0.0,0.0
330,290.886188,62.539741,23.198798,344.418812,62.6145994,23.6069135,567.897198,62.7162894,24.1679173,5356.98146,62.5657504,23.1618796,60610.0023,62.5756396,23.208939,290.886188,62.539741,23.198798,10453438.5,2570.3796,-5083.49881,-0.326437767,344.418812,62.6145994,23.6069135,10335025.6,2532.58579,-4648.15424,-0.297580965,567.897198,62.7162894,24.1679173,10037176.5,2450.52855,-3675.38851,-0.235981447,5356.98146,62.5657504,23.1618796,8493225.25,2275.76282,-2980.74272,-0.212520716,60610.0023,62.5756396,23.208939,8212810.38,2259.41829,-2740.50029,-0.19849808,290.886188,0.00149317252,0.000566872215,344.418812,0.00200465266,0.000949705184,567.897198,0.00299653977,0.00157564466,5356.98146,0.00274681108,0.00157630163,60610.0023,0.00283671099,0.951303028,1.0,60.0,1.8189894e-12,10453469.6,2570.33742,10.3526788,2374.14602,1.00000012,60.0000001,6.16238594e-07,10335573.4,2532.8274,25.9396949,10.2783435,1.01626501,60.0272528,0.315413226,10050299.6,2456.60402,-20.0069137,-0.0112370068,4.79291341,62.1605742,20.3947681,8519958.29,2288.90596,414.756568,0.0314640883,7.58349282,62.4693042,22.5464869,8257440.05,2283.56142,655.99464,0.0480770858
197,109.043008,2477.87074,6195058.69,204.057732,2366.47963,6780408.9,574.767633,2292.53475,7083765.63,4609.56558,2220.67266,7662129.47,32387.212,2231.79538,7953677.24,109.043008,2477.87074,6195058.69,6195058.69,2478.6449,-1864.74374,-0.173986629,204.057732,2366.47963,6780408.9,6780408.9,2367.30116,-2203.26925,-0.182590583,574.767633,2292.53475,7083765.63,7083765.63,2293.39126,-2358.15012,-0.182812193,4609.56558,2220.67266,7662129.47,7662129.47,2221.55542,-2581.20093,-0.192597225,32387.212,2231.79538,7953677.24,7953677.24,2232.67316,-2721.30292,-0.199573108,109.042683,0.00392626567,0.00108471815,204.039176,0.00309241449,0.000927062472,573.395005,0.00284090768,0.00105275527,4548.51304,0.0032237069,0.00171885441,31739.3325,0.0170050852,26.2591518,109.042683,2477.87732,6195062.47,6195062.47,2478.77444,853.118466,0.0590404578,204.039176,2366.67054,6780621.05,6780621.05,2367.6096,-111.874948,-0.00743623596,573.395005,2297.48737,7090361.68,7090361.68,2298.4545,-476.29752,-0.0311125052,4548.51304,2248.86384,7704661.07,7704661.07,2249.84888,-72.0496927,-0.00451406732,31739.3307,2273.69503,8027001.77,8027001.77,2274.58941,27.4317005,0.00178081702
644,739.152095,62.4567948,22.1122567,896.194693,62.4506393,22.0171426,1335.12646,62.5011829,22.361951,6773.1578,62.590349,23.1595654,61495.4899,62.5764653,23.153497,739.152101,62.4567948,22.1122566,7175868.66,2174.28739,-3118.53556,-0.247569379,896.194697,62.4506393,22.0171425,7369681.48,2207.20196,-2951.30342,-0.231690926,1335.12646,62.5011829,22.361951,7854656.51,2243.68085,-2471.50594,-0.186484703,6773.1578,62.590349,23.1595654,8227489.01,2226.2202,-2336.10277,-0.16923613,61495.4899,62.5764653,23.153497,8235601.93,2233.71681,-2582.09415,-0.186989019,739.152095,0.000928565411,0.0009476904,896.194693,0.00111824862,0.00120570057,1335.12646,0.00150172702,0.0016302992,6773.1578,0.00218844459,0.00172780363,61495.4899,0.00239369113,0.0925226872,4.02491056,61.9156592,18.754409,7175868.69,2174.27193,419.992358,0.0362036581,5.22637657,62.159793,20.5266082,7369689.55,2207.19814,451.335432,0.0366957895,6.91406963,62.3904287,22.0658948,7856697.89,2244.71326,463.326972,0.0351889886,7.88286483,62.4892196,22.6840633,8275436.31,2249.71097,95.269413,0.00695340641,8.35466652,62.4984043,22.7400026,8294076.78,2264.3564,26.2270002,0.00190971843
440,211.843656,2501.9536,6817282.43,236.348108,2537.3314,6858529.09,429.728965,2480.31447,7431022.01,4253.74605,2303.20536,7839962.29,39808.3549,2259.4307,7908421.41,211.843656,2501.9536,6817282.43,6817282.43,2502.70197,-3188.39061,-0.385284355,236.348108,2537.3314,6858529.09,6858529.09,2538.06972,-2997.9485,-0.356158087,429.728965,2480.31447,7431022.01,7431022.01,2481.08284,-2441.99099,-0.225868861,4253.74605,2303.20536,7839962.29,7839962.29,2304.05353,-2636.70597,-0.197883564,39808.3549,2259.4307,7908421.41,7908421.41,2260.29718,-2626.95399,-0.193866634,211.843656,0.00555852969,0.00853394169,236.348108,0.00604313225,0.0093405501,429.728649,0.00533373662,0.0081094504,4232.68564,0.00357249426,0.00490332856,39320.4605,0.00708429508,7.18339505,211.843656,2501.9536,6817282.43,6817282.43,2502.84253,-279.377936,-0.0183175895,236.348108,2537.3314,6858529.09,6858529.09,2538.20758,-256.819629,-0.0169089114,429.728649,2480.3161,7431023.83,7431023.83,2481.21206,-231.305859,-0.0147396717,4232.68564,2313.85235,7855837.72,7855837.72,2314.81257,-211.896587,-0.0131776192,39320.46,2285.3126,7951196.04,7951196.04,2286.28478,-208.878924,-0.0129162714
907,76.9595504,62.6865529,23.9590285,100.087219,62.7358187,24.2668291,379.116903,62.8331701,24.8573277,6491.83866,62.602854,23.3676376,57775.8459,62.5897173,23.2939905,76.9595504,62.6865529,23.9590285,6366977.38,2733.5259,-4646.92391,-0.376239428,100.087219,62.7358187,24.2668291,6615974.84,2654.72034,-4402.62904,-0.347463073,379.116904,62.8331701,24.8573277,7762159.26,2374.54334,-3222.6332,-0.23200235,6491.83866,62.602854,23.3676376,7882012.71,2254.38009,-2555.93452,-0.188331842,57775.8459,62.5897173,23.2939905,7931187.1,2253.2859,-2629.57823,-0.193461723,76.9595504,0.0135462838,0.0193074761,100.087219,0.0132316006,0.0191517036,379.116903,0.00589172026,0.00847792471,6491.83866,0.00231834301,0.00286715898,57775.8459,0.00513134053,5.54372203,2.00476224,60.0159022,0.185681116,6366977.03,2733.46724,1297.47599,1.19329775,2.06281199,60.2032501,2.32770468,6615968.37,2654.92044,1437.86544,0.366401798,2.82685668,61.9507509,18.8596413,7781013.48,2392.52224,-68.6454061,-0.0056666538,4.6372524,63.7915459,29.6131933,7930209.65,2284.86809,-2555.21021,-0.166740722,4.96158563,63.9793689,30.3260459,7980089.58,2282.49099,-2849.83743,-0.183192762
559,104.143132,2748.87818,8949178.68,168.37682,2420.56552,8754998.69,529.358859,2204.77599,8576410.66,4461.07661,2185.50956,8212016.24,41201.2353,2235.96395,8211796.98,104.143132,2748.87818,8949178.68,8949178.68,2749.57702,-758.944024,-0.0579473574,168.37682,2420.56552,8754998.69,8754998.69,2421.36776,-2224.07498,-0.161724455,529.358859,2204.77599,8576410.66,8576410.66,2205.65837,-3039.80748,-0.221751833,4461.07661,2185.50956,8212016.24,8212016.24,2186.4041,-2893.4975,-0.210860858,41201.2353,2235.96395,8211796.98,8211796.98,2236.83912,-2699.53911,-0.195889367,97.5406602,0.00523966738,0.00196828698,154.467946,0.0043973185,0.00158589307,496.486383,0.00324933799,0.00108583018,4290.76547,0.0034214971,0.00172673632,40595.4697,0.00371897191,0.334972118,97.5406602,2922.63958,9074000.19,9074000.19,2923.39988,2203.68289,0.127504159,154.467946,2621.25262,9048766.17,9048766.17,2622.10028,2274.65329,0.131818215,496.486383,2337.38483,8855338.9,8855338.9,2338.33537,1332.52214,0.0780741125,4290.76547,2264.38531,8371484.28,8371484.28,2265.36648,558.141706,0.0336367961,40595.4697,2266.44463,8270065.64,8270065.64,2267.4249,419.372266,0.0254284697
206,141.741743,2655.49771,7874340.1,171.882541,2659.56942,7720410.36,358.842328,2476.2272,7570757.29,3737.66486,2277.79026,8070780.1,41319.6795,2239.7293,8232174.84,141.741743,2655.49771,7874340.1,7874340.1,2656.21714,-3541.85339,-0.34477098,171.882541,2659.56942,7720410.36,7720410.36,2660.2885,-2602.61115,-0.247234158,358.842328,2476.2272,7570757.29,7570757.29,2477.0113,-1841.74266,-0.150304732,3737.66486,2277.79026,8070780.1,8070780.1,2278.64805,-2445.16056,-0.180803578,41319.6795,2239.7293,8232174.84,8232174.84,2240.603,-2591.72779,-0.18800563,141.714256,0.00391630551,0.00239834658,171.616096,0.00467833845,0.0030623905,356.13916,0.00494580663,0.00310445911,3716.56001,0.0039407516,0.00171172025,40729.4873,0.00362227927,0.15789075,141.714256,2655.96092,7874753.12,7874753.12,2656.78083,0.0,0.0,171.616096,2663.28393,7723433.07,7723433.07,2664.10159,0.0,0.0,356.13916,2493.05224,7590339.5,7590339.5,2493.92571,0.0,0.0,3716.56001,2289.66364,8091426.87,8091426.87,2290.61468,0.0,0.0,40729.4873,2269.63032,8287967.23,8287967.23,2270.58974,0.0,0.0
891,193.288013,61.7618985,15.6152734,233.450493,61.8633077,16.6961362,624.806411,62.3156448,20.8267911,5641.3165,62.5806878,23.1066648,59475.4305,62.5759674,23.1943324,193.288013,61.7618985,15.6152734,11514867.3,2840.19152,-1149.16249,-0.0856992804,233.450493,61.8633077,16.6961362,11133679.2,2786.91457,-817.925952,-0.0599910754,624.806411,62.3156448,20.8267911,9637185.18,2500.94818,-1305.10623,-0.0921211987,5641.3165,62.5806878,23.1066648,8703671.73,2308.59259,-2483.78942,-0.175143849,59475.4305,62.5759674,23.1943324,8266551.05,2265.4384,-2722.49827,-0.196614027,193.288013,0.00215079737,0.000548282069,233.450493,0.00268225232,0.00075661342,624.806411,0.00254739322,0.000742488048,5641.3165,0.00259207764,0.00100932173,59475.4305,0.00280619906,0.791917456,4.9813878,60.0305701,0.353760286,11522905.4,2844.41868,452.439918,0.224091498,5.13579087,60.2086376,2.37700309,11159353.7,2800.59331,1321.59252,0.256603855,6.12259965,61.2314518,12.76903,9678170.32,2520.95258,1868.80936,0.168108401,7.72031702,62.3497799,21.7361079,8719592.09,2316.04698,324.599126,0.0235780765,8.30875543,62.4890492,22.6776291,8305926.87,2286.52731,34.5904339,0.00252036323
814,33.9661763,61.8595235,18.1482063,78.1204156,61.8834631,18.339713,404.633603,62.1176082,20.0952905,6080.31436,62.5090931,22.785503,61578.833,62.573744,23.1957672,33.9661763,61.8595235,18.1482063,7013539.72,3545.75521,-2880.52201,-0.255320516,78.1204156,61.8834631,18.339713,7629187.72,3163.34993,-2862.92706,-0.242033157,404.633603,62.1176082,20.0952905,8387703.86,2507.21869,-2727.30409,-0.210070406,6080.31436,62.5090931,22.785503,8363052.41,2260.08239,-2804.22994,-0.203143019,61578.833,62.573744,23.1957672,8201127.65,2258.83454,-2714.92868,-0.196841773,33.9661763,0.0211285429,0.0158831574,78.1204156,0.0113984592,0.0084538428,404.633603,0.00440697881,0.00296891076,6080.31436,0.00242670494,0.00158978791,61578.833,0.00282553762,1.00660829,2.08089837,60.2599814,2.98450509,7013539.72,3545.72766,3987.04879,0.871458596,2.34320826,60.9782281,10.4730719,7629187.72,3163.33235,3684.16195,0.412156848,3.46220968,62.8084411,24.7700557,8387818.08,2507.31264,486.578697,0.0337570975,8.22550631,63.3925546,27.8507499,8394543.55,2275.86184,88.5174735,0.00578911291,15.7252429,63.1087192,26.3975013,8247215.92,2283.88414,64.4185316,0.00436591955
502,220.599455,62.3025685,21.44509,271.052544,62.4439918,22.4041182,536.005359,62.6778958,23.9092746,6543.21333,62.6008589,23.3837222,61089.1986,62.5913865,23.3126127,220.599457,62.3025686,21.4450909,8830140.35,2786.5036,-1409.93781,-0.102459494,271.052546,62.4439918,22.4041187,8805723.39,2710.82804,-1488.90245,-0.106003399,536.00536,62.6778958,23.9092747,8628611.34,2524.74571,-2021.23314,-0.140722245,6543.21333,62.6008589,23.3837222,8500171.49,2312.73667,-2551.65903,-0.180988915,61089.1986,62.5913865,23.3126127,8025087.06,2265.23501,-2612.78036,-0.191021632,220.599455,0.00225149514,0.00100265518,271.052544,0.00265166106,0.00124377382,536.005359,0.00315667634,0.00153070643,6543.21333,0.00224776864,0.0012548192,61089.1986,0.00398136458,3.40464415,3.56475257,62.9349316,25.504848,8830140.35,2786.51781,1435.50259,0.0956552489,4.03069005,63.3636173,27.7546178,8805723.39,2710.84938,892.626581,0.0570978388,4.63427649,63.7911058,29.623369,8628661.35,2524.80585,300.092317,0.0187700721,4.99676675,63.9662916,30.2795522,8507108.12,2316.2608,-30.7522111,-0.00191606681,9.62977486,63.2640159,27.2093183,8058477.99,2284.74056,-4.24084289,-0.000286395929
198,314.300866,62.0480853,19.6097275,362.98485,62.1001677,19.9684157,776.319085,62.3768766,21.8090209,6452.94705,62.635755,23.5488853,56157.0137,62.5925551,23.3165384,314.300866,62.0480853,19.6097275,9296860.11,2810.09091,-2926.92819,-0.216774474,362.98485,62.1001677,19.9684157,9191012.2,2778.50455,-2736.84473,-0.202021078,776.319085,62.3768766,21.8090209,8871672.23,2538.74402,-2424.58475,-0.174307687,6452.94705,62.635755,23.5488853,8116623.79,2309.43446,-2812.28259,-0.203416451,56157.0137,62.5925551,23.3165384,7944983.77,2259.84556,-2641.89503,-0.19410513,314.300866,0.00330874263,0.00416417645,362.98485,0.00339446347,0.00424254808,776.319085,0.00258314821,0.00275753406,6452.94705,0.00229487002,0.0017456164,56157.0137,0.00568230592,6.5550333,6.2417398,62.406802,22.1564456,9296860.11,2810.09886,811.580498,0.0565475,6.5195945,62.5836782,23.3147618,9191012.2,2778.5154,803.206482,0.0548693786,6.83071771,62.7650721,24.4361687,8871828.63,2538.85084,1950.28304,0.132456878,6.98263693,62.8479005,24.9258249,8133775.4,2320.4814,2585.0215,0.181548766,6.99825926,62.8562183,24.9742211,7989117.96,2286.38066,2692.07168,0.190586102
183,129.148775,61.6728028,16.4802407,237.387599,62.0038337,19.1948404,619.250797,62.3050182,21.4104498,5995.84144,62.4911398,22.6614728,61469.4672,62.5697871,23.169764,129.148775,61.6728028,16.4802407,6773319.41,2902.27658,-3490.80781,-0.330402546,237.387599,62.0038337,19.1948404,7093592.55,2570.13924,-3958.06107,-0.339200995,619.250797,62.3050182,21.4104498,7418322.51,2345.49829,-3837.43358,-0.304491463,5995.84144,62.4911398,22.6614728,8115568.6,2252.61306,-2993.99404,-0.220773727,61469.4672,62.5697871,23.169764,8177724.06,2257.54438,-2737.33597,-0.198861666,129.148775,0.003140534,0.000737649061,237.387599,0.00261830285,0.00079086433,619.250797,0.00266842444,0.00114755513,5995.84144,0.00245556408,0.00145259612,61469.4672,0.00281440973,0.974496431,2.50423065,61.3457239,13.9642739,6773319.41,2902.26964,5788.48358,0.595188935,3.02888399,62.2680286,21.3329026,7093592.55,2570.14562,4220.17614,0.343061895,4.09982195,63.4162178,28.0423039,7418324.82,2345.52964,1174.44869,0.0814280957,4.8948525,63.9429162,30.2010442,8137423.56,2264.13304,-434.172606,-0.0276954214,4.98931557,63.9943096,30.3804758,8222221.06,2281.84401,-736.186524,-0.0465796266
945,50.7055392,1956.15885,6548245.22,120.514714,1986.03105,7102156.72,439.188051,2116.31233,7782031.23,4654.89083,2220.1438,8167082.63,41152.6367,2243.61161,8210917.82,50.7055392,1956.15885,6548245.22,6548245.22,1957.18288,-2245.2845,-0.166925798,120.514714,1986.03105,7102156.72,7102156.72,1987.0361,-2389.28716,-0.172657108,439.188051,2116.31233,7782031.23,7782031.23,2117.24311,-2238.86774,-0.162130356,4654.89083,2220.1438,8167082.63,8167082.63,2221.02585,-2472.92229,-0.17934412,41152.6367,2243.61161,8210917.82,8210917.82,2244.48413,-2655.70938,-0.19241378,48.4527909,0.0129661402,0.00697245014,116.774784,0.00686524483,0.00387434925,432.977878,0.00400557208,0.00225421189,4624.16347,0.00318169077,0.00180602087,40677.0419,0.00375793959,0.431636164,48.4527909,2034.67699,6712043.58,6712043.58,2035.76963,-2435.752,-0.162152022,116.774784,2041.07276,7230691.27,7230691.27,2042.16168,-2742.40769,-0.176659007,432.977878,2142.83065,7843333.7,7843333.7,2143.8676,-1333.02435,-0.0828120762,4624.16347,2233.5749,8193667.8,8193667.8,2234.56961,-242.971013,-0.0147976766,40677.0419,2267.61897,8256327.6,8256327.6,2268.59679,-69.7878971,-0.00422790875
45,373.112936,60.9067193,9.52758387,492.940888,61.2708862,12.9915709,1033.24261,61.8919574,18.2814246,6725.44493,62.4805047,22.5579833,61743.9187,62.5714326,23.1770117,373.112936,60.9067193,9.52758387,8486863.91,2789.02335,-1003.16791,-0.11156003,492.940888,61.2708862,12.9915709,8861830.06,2685.86315,-1368.71621,-0.127561868,1033.24261,61.8919574,18.2814246,8865934.86,2479.33605,-1839.65479,-0.1445004,6725.44493,62.4805047,22.5579833,8222034.37,2262.38278,-2378.57733,-0.174653582,61743.9187,62.5714326,23.1770117,8181020.15,2263.20736,-2665.76523,-0.19359291,373.112936,0.00130554826,0.000509395147,492.940888,0.00141930499,0.000631103873,1033.24261,0.00164462408,0.000847241288,6725.44493,0.00219827004,0.00156993026,61743.9187,0.00287888131,1.13206022,2.55512843,61.4599888,14.917311,8486902.0,2789.12357,2299.50495,0.204368747,3.09206262,62.3615526,21.9271738,8863035.49,2687.2148,1414.95983,0.101498947,4.14267083,63.4504867,28.1736092,8908887.55,2507.26833,473.759382,0.0299036941,4.90073424,63.9462225,30.2096748,8301218.3,2304.72215,71.287049,0.00450159785,5.21067021,63.9309755,30.1473719,8231583.3,2291.14705,-0.747074876,-4.74239488e-05
944,134.48768,62.1753754,20.5276703,181.150756,62.2584384,21.1227841,546.341649,62.4342125,22.3347373,6606.19928,62.5691386,23.1831776,61244.6355,62.5877852,23.2900095,134.48768,62.1753754,20.5276703,6511179.99,2766.13694,-4254.67069,-0.368015634,181.150757,62.2584384,21.1227841,6683452.55,2704.45333,-3779.89782,-0.318129575,546.34165,62.4342125,22.3347374,7588077.1,2446.71938,-3088.76227,-0.237262003,6606.19928,62.5691386,23.1831776,8382725.01,2302.03313,-2671.92571,-0.191666092,61244.6355,62.5877852,23.2900095,8018087.74,2264.40644,-2625.65958,-0.192140175,134.48768,0.00395997219,0.00192109075,181.150756,0.00409199663,0.00202724911,546.341649,0.00309861514,0.00150334554,6606.19928,0.00222544647,0.00121617735,61244.6355,0.00394953338,3.35024198,1.00553225,60.0366958,0.424755231,6511179.99,2766.08969,-2850.72774,-1.71418039,1.06864187,60.4283381,4.7882653,6683452.55,2704.41181,-1361.20376,-0.240621043,1.85168117,63.0666195,26.1758355,7588089.21,2446.74501,1469.1102,0.104240836,3.6450679,64.8377562,32.7152236,8388766.46,2305.17071,982.816664,0.0593264707,3.96246216,64.9842157,32.9746131,8051011.23,2283.69596,904.125454,0.0554898596
742,219.802791,2591.70347,7286291.79,298.431787,2485.55669,7173290.91,580.250497,2356.00204,7077548.85,4227.19613,2259.60773,7559400.84,33185.2883,2237.11655,7908747.74,219.802791,2591.70347,7286291.79,7286291.79,2592.42584,-1824.18809,-0.203848377,298.431787,2485.55669,7173290.91,7173290.91,2486.31536,-2025.09824,-0.207502745,580.250497,2356.00204,7077548.85,7077548.85,2356.81455,-2257.3639,-0.202466141,4227.19613,2259.60773,7559400.84,7559400.84,2260.47048,-2633.70236,-0.20313437,33185.2883,2237.11655,7908747.74,7908747.74,2237.99147,-2722.51942,-0.201074932,219.800027,0.00158467955,0.000198163931,298.364781,0.0018807093,0.000327608699,578.625804,0.00273757013,0.000788213737,4200.06973,0.00348260026,0.00145772423,32597.0719,0.0152935679,22.9030831,219.800027,2591.73269,7286314.96,7286314.96,2592.57292,0.0,0.0,298.364781,2486.05483,7173787.55,7173787.55,2486.93077,0.0,0.0,578.625804,2361.8663,7085025.43,7085025.43,2362.78828,0.0,0.0,4200.06973,2273.18512,7579292.93,7579292.93,2274.14304,0.0,0.0,32597.0703,2274.23136,7972628.25,7972628.25,2275.18885,0.0,0.0
