,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37,Feature 38,Feature 39,Feature 40,Feature 41,Feature 42,Feature 43,Feature 44,Feature 45,Feature 46,Feature 47,Feature 48,Feature 49,Feature 50,Feature 51,Feature 52,Feature 53,Feature 54,Feature 55,Feature 56,Feature 57,Feature 58,Feature 59,Feature 60,Feature 61,Feature 62,Feature 63,Feature 64,Feature 65,Feature 66,Feature 67,Feature 68,Feature 69,Feature 70,Feature 71,Feature 72,Feature 73,Feature 74,Feature 75,Feature 76,Feature 77,Feature 78,Feature 79,Feature 80,Feature 81,Feature 82,Feature 83,Feature 84,Feature 85,Feature 86,Feature 87,Feature 88,Feature 89,Feature 90,Feature 91,Feature 92,Feature 93,Feature 94,Feature 95,Feature 96,Feature 97,Feature 98,Feature 99,Feature 100
379,207.854409,62.979456,24.6310637,240.53108,62.9988209,24.8713948,516.077668,62.9633569,25.1638299,6164.48933,62.6099133,23.4177773,58642.7797,62.5890663,23.2925382,207.854409,62.979456,24.6310637,5708667.59,2108.6236,-2319.89135,-0.195640464,240.53108,62.9988209,24.8713948,5957832.88,2115.82495,-1848.61641,-0.15186321,516.077668,62.9633569,25.1638299,6992300.71,2173.33615,-2294.11541,-0.172948517,6164.48933,62.6099133,23.4177773,7795083.88,2279.96915,-2826.85456,-0.209228207,58642.7797,62.5890663,23.2925382,7901185.97,2259.1772,-2653.20923,-0.195576626,207.854409,0.00399822642,0.00359849284,240.53108,0.0041655706,0.00369291931,516.077668,0.00364653054,0.00301815514,6164.48933,0.00243522864,0.00282771595,58642.7797,0.00465690867,4.62005741,1.0,66.0,0.0,5708667.64,2108.71602,0.0,0.0,1.0,66.0,0.0,5957849.69,2115.92884,0.0,0.0,1.0,66.0,0.0,6995926.86,2175.50659,0.0,0.0,1.0,66.0,0.0,7811137.67,2289.95461,0.0,0.0,1.0,66.0,0.0,7942860.82,2284.40749,0.0,0.0
363,163.976869,2615.78478,7768324.63,208.556064,2491.08804,7643125.98,413.465451,2366.06405,7410725.3,4138.44255,2256.9303,7705562.78,32953.9956,2236.50774,7934688.81,163.976869,2615.78478,7768324.63,7768324.63,2616.5559,-437.514844,-0.029261034,208.556064,2491.08804,7643125.98,7643125.98,2491.89602,-807.330947,-0.0548673702,413.465451,2366.06405,7410725.3,7410725.3,2366.89997,-1479.53939,-0.108097928,4138.44255,2256.9303,7705562.78,7705562.78,2257.797,-2595.80582,-0.194801549,32953.9956,2236.50774,7934688.81,7934688.81,2237.3833,-2719.89568,-0.200081735,163.976869,0.00275227079,0.000992550154,208.556064,0.00325337769,0.00132488672,413.465299,0.00399755352,0.00166516113,4113.88076,0.00355821359,0.00158192353,32362.5023,0.0156146502,23.5122971,163.976869,2615.78478,7768324.63,7768324.63,2616.63434,4676.95869,0.291278633,208.556064,2491.08804,7643125.98,7643125.98,2491.98005,3731.97117,0.234743607,413.465299,2366.06484,7410726.33,7410726.33,2367.0039,2385.07727,0.152633966,4113.88076,2269.68647,7724014.18,7724014.18,2270.66535,1734.52431,0.108816453,32362.5007,2274.11031,7999799.65,7999799.65,2275.08728,1615.95285,0.0996232164
599,208.520698,2193.33779,6078563.09,250.350133,2182.21725,6220021.81,468.429689,2196.84017,6959404.83,4272.20174,2279.50511,7775057.12,39960.7839,2258.39649,7898812.78,208.520698,2193.33779,6078563.09,6078563.09,2194.24016,-1630.92372,-0.131185772,250.350133,2182.21725,6220021.81,6220021.81,2183.12511,-1395.04257,-0.110587355,468.429689,2196.84016,6959404.83,6959404.83,2197.74189,-2000.70212,-0.150064661,4272.20174,2279.50511,7775057.12,7775057.12,2280.36491,-2798.11813,-0.207075728,39960.7839,2258.39649,7898812.78,7898812.78,2259.26363,-2650.44867,-0.19537194,208.520694,0.00337937352,0.00274211502,250.348991,0.00369415174,0.00301794976,468.011546,0.00397064276,0.00314599323,4252.43278,0.00352929572,0.00406815997,39485.2711,0.00691464975,6.85810133,208.520694,2193.33782,6078563.13,6078563.13,2194.3509,-1466.12417,-0.10333989,250.348991,2182.22599,6220033.28,6220033.28,2183.24416,-1331.29324,-0.0928888677,468.011546,2198.56395,6962257.62,6962257.62,2199.57451,-718.386376,-0.0474418093,4252.43279,2289.19682,7790680.9,7790680.9,2290.1656,-92.2151761,-0.00575163525,39485.2705,2283.48534,7940363.22,7940363.22,2284.38504,-51.1472737,-0.00327192686
511,232.373637,2497.0029,8248199.22,284.014204,2450.14551,8109264.55,559.753543,2346.28979,7810572.22,4450.93379,2291.70703,7819937.76,40059.8924,2258.82216,7904226.02,232.373637,2497.0029,8248199.22,8248199.22,2497.79112,-3121.61892,-0.220192401,284.014205,2450.14551,8109264.55,8109264.55,2450.94707,-3229.20426,-0.231788646,559.753544,2346.28979,7810572.21,7810572.21,2347.12102,-3584.40958,-0.270309409,4450.93379,2291.70703,7819937.76,7819937.76,2292.56033,-2886.17188,-0.215068962,40059.8924,2258.82216,7904226.02,7904226.02,2259.68894,-2656.53385,-0.19594861,229.065941,0.00305604679,0.00246444163,279.30496,0.00331482468,0.00273513917,553.048805,0.00352128316,0.00342790731,4424.84287,0.00340698615,0.00437480798,39571.0006,0.00699095866,7.03570983,229.065941,2529.19869,8293894.9,8293894.9,2530.07742,-1205.0636,-0.0725140447,279.304961,2486.94753,8163623.8,8163623.8,2487.84108,-1194.59274,-0.0726331891,553.048805,2371.49176,7851743.94,7851743.94,2372.42869,-670.434404,-0.04166835,4424.84287,2304.07163,7839684.49,7839684.49,2305.03444,-117.853832,-0.00732908463,39571.0,2284.56628,7946880.94,7946880.94,2285.46608,-56.1069022,-0.00358406672
541,62.5756898,61.3674882,12.9513597,87.8809978,61.8330714,17.1678258,395.667425,62.6090541,23.3132532,5692.98474,62.5823529,23.2564422,48958.5558,62.58781,23.2945787,62.5756898,61.3674882,12.9513597,11769629.2,3242.62411,150.993107,0.0122297632,87.8809978,61.8330714,17.1678258,11207820.5,2993.4997,739.877476,0.0533385953,395.667425,62.6090541,23.3132532,9235604.9,2413.68899,-2229.62417,-0.151948897,5692.98474,62.5823529,23.2564422,7731115.25,2245.90722,-3127.44449,-0.233236705,48958.5558,62.58781,23.2945787,7881744.02,2235.82672,-2809.02302,-0.207308307,62.5756898,0.0130989862,0.0103737473,87.8809978,0.010489969,0.00783448062,395.667425,0.00436811694,0.0024577791,5692.98474,0.00256816867,0.00100884955,48958.5558,0.00946662153,13.7394575,2.00382496,60.024044,0.278447154,11811375.2,3296.42948,-759.551792,-0.418828058,2.07853042,60.2584493,2.93195731,11382694.8,3154.98533,1451.39918,0.251238103,2.89773238,62.0669926,19.706634,9575127.96,2599.59602,3538.69646,0.257611231,4.6591671,63.805033,29.6604709,7789103.23,2279.61358,3208.01133,0.211058644,4.96403827,63.9806917,30.3301555,7944915.84,2272.41217,3002.11869,0.193395288
127,153.905983,61.2122555,10.8980938,212.560423,61.6676497,15.3087067,618.607056,62.437008,21.8578537,6683.29219,62.5876777,23.2246471,60070.9753,62.5772045,23.19288,153.905983,61.2122555,10.8980938,4920969.67,2885.08294,-1748.34556,-0.238740808,212.560424,61.6676497,15.3087067,5873760.26,2719.75991,-2219.6036,-0.234071243,618.607057,62.437008,21.8578537,7390600.05,2395.47033,-2731.89216,-0.214941336,6683.29219,62.5876777,23.2246471,8091292.86,2245.08092,-2641.26711,-0.192676524,60070.9753,62.5772045,23.19288,8202757.93,2247.6635,-2678.01959,-0.194158524,153.905983,0.00472598472,0.00345684894,212.560423,0.00410749217,0.00286473026,618.607056,0.00281677248,0.00164572949,6683.29219,0.00220302751,0.00130042037,60070.9753,0.00254923827,0.301806891,3.12098438,60.2815304,3.21242733,4920969.67,2885.06335,2016.81084,0.507251299,3.45296902,60.8881292,9.5628383,5873760.23,2719.74243,2045.42745,0.272918244,4.60269668,62.3256951,21.6124434,7390734.99,2395.62057,644.561181,0.0509997911,5.83473153,63.226998,27.0256822,8116783.7,2259.24288,25.3770334,0.00171340698,10.6220177,62.9592463,25.570803,8248751.13,2272.21149,2.2617338,0.000155731048
436,239.021653,62.0319178,18.9300989,368.831826,62.0899576,19.5466944,836.426297,62.2726069,21.0523798,6851.57088,62.5275999,22.8843703,62248.8194,62.5759863,23.2076194,239.021653,62.0319178,18.9300989,9857994.74,2729.34386,-3113.03685,-0.22788384,368.831826,62.0899576,19.5466944,9281041.08,2567.40461,-3291.78613,-0.244397411,836.426297,62.2726069,21.0523798,8639534.05,2381.29303,-3078.52924,-0.228269309,6851.57088,62.5275999,22.8843703,8266453.86,2243.09025,-2805.3511,-0.203966158,62248.8194,62.5759863,23.2076194,8187130.19,2257.69285,-2711.0653,-0.196679381,239.021653,0.00177559953,0.000708253993,368.831826,0.00190685057,0.00104144593,836.426297,0.00210813512,0.00139389594,6851.57088,0.00215322717,0.00140246529,62248.8194,0.00281353066,1.03452971,2.64971241,61.6351833,16.3014758,9857994.8,2729.33491,4522.13376,0.356726728,3.1980721,62.4979445,22.7430062,9281057.34,2567.42396,4053.18093,0.278980166,4.20923609,63.4992397,28.3495739,8642503.68,2382.84478,3119.38674,0.199285714,4.90960042,63.9509228,30.2212604,8306934.62,2263.3941,2519.76308,0.159031452,4.99083507,63.9951055,30.3823907,8234373.12,2283.45212,2221.09252,0.140423698
622,5.99382665,2529.91351,4671310.84,19.6370424,2309.18456,5873217.49,207.364826,2322.52525,7359524.73,3977.22306,2291.90975,8524952.2,41603.8195,2264.5495,8273842.62,5.99382665,2529.91351,4671310.84,4671310.84,2530.69964,400.964681,0.0361887737,19.6370424,2309.18456,5873217.49,5873217.49,2310.04343,-1838.22956,-0.149275369,207.364826,2322.52525,7359524.73,7359524.73,2323.37584,-2538.53322,-0.186960699,3977.22306,2291.90975,8524952.2,8524952.2,2292.76477,-2389.89395,-0.169121709,41603.8195,2264.5495,8273842.62,8273842.62,2265.41417,-2743.23719,-0.197685556,5.99382665,0.117941211,0.0678451221,19.6370424,0.0476139283,0.0357125453,207.364647,0.00916048092,0.0078726979,3950.08779,0.00373528115,0.00243128088,41080.3995,0.00459064531,2.25869389,5.99382665,2529.91351,4671310.84,4671310.84,2530.79229,3641.03869,0.289400142,19.6370424,2309.18456,5873217.49,5873217.49,2310.14707,-244.414768,-0.0174271208,207.364647,2322.52703,7359527.4,7359527.4,2323.48377,-1357.66421,-0.0869987607,3950.08779,2306.2704,8552791.79,8552791.79,2307.23243,-247.466838,-0.0147329843,41080.3993,2291.04263,8322708.39,8322708.39,2291.93995,-104.537477,-0.00652444773
454,412.858937,63.0515044,25.4265675,475.777969,62.8800008,24.4193091,964.774542,62.5355065,22.5869701,6706.65406,62.6104871,23.4051637,16659.6575,62.6883009,23.9297814,412.858939,63.0515044,25.4265674,8300560.03,2289.64136,-4640.6478,-0.31943393,475.777971,62.8800008,24.419309,8320565.03,2376.56547,-4451.01677,-0.312259842,964.774543,62.5355065,22.58697,8075211.38,2403.06497,-3416.62291,-0.252982868,6706.65406,62.6104871,23.4051637,7726606.45,2279.14586,-2678.21679,-0.199156961,16659.6575,62.6883009,23.9297814,7535666.44,2144.57928,-1945.57529,-0.144883138,412.858937,0.00120760611,0.000568559304,475.777969,0.00153610683,0.000776556699,964.774542,0.00176263649,0.00089658059,6706.65406,0.0106575436,16.6764605,16659.6575,0.0849291321,160.785342,2.95690786,66.6771333,33.3560972,8300560.03,2289.74407,-314.142113,-0.0188792548,2.97392119,66.6729608,33.1700742,8320565.03,2376.66885,-320.821074,-0.0193113777,2.99123169,66.6687694,32.9829011,8075232.53,2403.19158,-319.207218,-0.0195591852,2.99911975,66.6668771,32.8983028,7747227.89,2293.33659,-302.249868,-0.0189324234,2.99991194,66.6666877,32.8898304,7707918.99,2244.49494,-295.456486,-0.0185564177
728,359.519693,60.936633,9.99904833,477.006435,61.3126369,13.5037817,1014.62812,61.9268453,18.6173266,6704.63539,62.4879663,22.6172582,61722.7715,62.5722797,23.1835539,359.519693,60.936633,9.99904833,8502899.75,2835.59993,-1063.62209,-0.115351829,477.006435,61.3126369,13.5037817,8883528.14,2715.58096,-1463.30052,-0.133602038,1014.62812,61.9268453,18.6173266,8879936.71,2490.57042,-1913.87296,-0.148850231,6704.63539,62.4879663,22.6172582,8224265.59,2263.8289,-2393.45902,-0.175492053,61722.7715,62.5722797,23.1835539,8181260.24,2263.36497,-2667.51175,-0.193689568,359.519693,0.0013723758,0.000545329291,477.006435,0.0014753646,0.000664438166,1014.62812,0.0016763769,0.000868139323,6704.63539,0.00220512616,0.00157577264,61722.7715,0.00287990151,1.13251876,3.57073194,61.0685722,11.3831127,8502930.61,2835.6939,3181.01665,0.323333801,4.10828447,61.8014839,17.7836819,8884678.37,2716.9493,2579.96494,0.2052495,5.152509,62.7866267,24.6279528,8922620.75,2518.75451,1997.40536,0.134742884,5.90203555,63.2781895,27.2885362,8303422.46,2306.20787,2126.33719,0.141258128,5.99005649,63.3278187,27.5291385,8231821.32,2291.29203,2058.35807,0.136734041
714,174.877826,2410.7642,7989413.14,303.396695,2280.52929,7795883.54,732.034197,2157.21435,7758166.37,4802.60332,2201.70933,8334565.88,42826.0111,2232.73429,8214970.09,174.877826,2410.7642,7989413.14,7989413.15,2411.56937,-2540.70322,-0.193917061,303.396695,2280.52929,7795883.54,7795883.54,2281.3815,-2745.98658,-0.211066023,732.034197,2157.21435,7758166.37,7758166.37,2158.11676,-2994.3967,-0.228918458,4802.60332,2201.70933,8334565.88,8334565.88,2202.59719,-2834.10314,-0.204982014,42826.0111,2232.73429,8214970.09,8214970.09,2233.61085,-2624.24616,-0.190377392,173.34429,0.00257500524,0.000767871858,297.03063,0.0021784029,0.0007257451,698.273459,0.00237157094,0.00101107321,4679.98852,0.0031699978,0.00258538097,42171.0541,0.00347131858,0.0899455947,173.34429,2430.27897,8015969.56,8015969.56,2431.19359,1507.4045,0.0918591195,297.03063,2324.8662,7867489.04,7867489.04,2325.82211,-919.420371,-0.0567915611,698.273459,2250.91292,7938631.69,7938631.69,2251.90005,-3161.95854,-0.195263578,4679.98852,2253.9327,8443979.29,8443979.29,2254.91842,-4144.46824,-0.248643157,42171.0541,2264.48185,8275592.54,8275592.54,2265.46298,-4281.12422,-0.259492173
736,349.660686,2251.73022,8821436.4,411.202394,2302.53704,8965713.82,658.609452,2342.22439,9042779.18,4336.99174,2278.13153,8460296.79,43538.443,2232.85289,8269947.29,349.660686,2251.73022,8821436.4,8821436.4,2252.58257,-3331.42242,-0.262576912,411.202394,2302.53704,8965713.82,8965713.82,2303.37045,-3001.61365,-0.234877307,658.609452,2342.22439,9042779.18,9042779.18,2343.04832,-2301.2387,-0.172506792,4336.99174,2278.13153,8460296.79,8460296.79,2278.98919,-2297.20891,-0.165729175,43538.443,2232.85289,8269947.29,8269947.29,2233.72936,-2596.17763,-0.187818462,349.660686,0.0014479245,0.000729502908,411.202394,0.00178545466,0.000930312929,658.591895,0.00256060376,0.00123556318,4316.29249,0.00338933674,0.00135955249,42936.1109,0.00338653981,0.0436824355,349.660686,2251.73022,8821436.4,8821436.4,2252.71755,-0.790401785,-4.57746811e-05,411.202394,2302.53704,8965713.82,8965713.82,2303.50234,1.59189206,9.19386746e-05,658.591895,2342.2797,9042904.41,9042904.41,2343.22838,0.8230001,4.75891532e-05,4316.29249,2288.17516,8479490.6,8479490.6,2289.14569,-76.2356668,-0.00456194952,42936.1109,2261.68317,8325021.94,8325021.94,2262.58668,2.36373375,0.000149165184
828,28.9999265,62.5955716,22.1975454,73.5909979,62.8901897,24.5986204,446.823108,62.8620174,24.6923505,6239.29119,62.6223421,23.3887647,60730.913,62.5748413,23.1626682,28.9999265,62.5955716,22.1975454,6464374.64,2493.3397,-2855.13268,-0.238347477,73.5909979,62.8901897,24.5986204,6670633.87,2318.65228,-3413.08758,-0.266445571,446.823109,62.8620174,24.6923505,7202010.79,2224.52886,-2784.05498,-0.208770777,6239.29119,62.6223421,23.3887647,7965868.87,2223.0986,-2592.27149,-0.189915436,60730.913,62.5748413,23.1626682,8202654.22,2230.57281,-2662.0722,-0.193129375,28.9999265,0.0246811885,0.0157024572,73.5909979,0.0114931111,0.00710100068,446.823108,0.00384012905,0.00202234575,6239.29119,0.00234688922,0.00100739727,60730.913,0.00244448312,0.137507441,2.99757656,66.6675381,32.9126807,6464374.64,2493.44525,-2633.33084,-0.180534637,2.99854532,66.6671895,32.9031661,6670633.87,2318.7578,-2441.99007,-0.164831988,2.9995149,66.6668409,32.8936487,7202032.81,2224.65307,-2338.26987,-0.151918639,2.99995148,66.6666841,32.8893649,8009509.01,2247.32543,-2362.11307,-0.145535852,2.99999515,66.6666684,32.8889365,8268137.56,2265.42529,-2381.65609,-0.144427631
959,85.4494961,3180.38956,10232620.8,109.558532,2943.61571,9916192.58,282.875371,2477.53702,9061662.04,3816.66092,2272.53795,8289219.01,40020.0123,2255.41772,8221547.41,85.4494961,3180.38956,10232620.8,10232620.8,3180.97936,1964.85407,0.170504342,109.558532,2943.61571,9916192.58,9916192.58,2944.26429,964.495099,0.0729482178,282.875371,2477.53702,9061662.04,9061662.04,2478.32706,-1773.29833,-0.122203081,3816.66092,2272.53795,8289219.01,8289219.01,2273.39828,-2397.7903,-0.173877992,40020.0123,2255.41772,8221547.41,8221547.41,2256.28562,-2663.20108,-0.192898974,85.4494961,0.00782040856,0.00504612975,109.558532,0.00796692058,0.00544702579,282.854733,0.00647400613,0.00474080798,3768.09795,0.00394536879,0.0034473773,39554.9253,0.0039516809,0.627021128,85.4494961,3180.38956,10232620.8,10232620.8,3181.08829,3532.19712,0.192337521,109.558532,2943.61571,9916192.58,9916192.58,2944.3706,3708.11464,0.205200351,282.854733,2477.70252,9061941.56,9061941.56,2478.59927,2059.44373,0.119267457,3768.09795,2298.9835,8340019.2,8340019.2,2299.9499,47.3439329,0.00285855747,39554.9253,2279.66458,8266896.19,8266896.19,2280.63917,-119.344334,-0.0072377743
477,106.780859,61.7615867,17.480861,170.910495,62.2300677,21.0002533,429.50543,62.6366998,23.6551695,4993.70261,62.5922055,23.3220969,59754.9478,62.5769106,23.2165493,106.780859,61.7615867,17.480861,8300899.24,2786.10271,-2437.36611,-0.20233769,170.910495,62.2300677,21.0002533,8866945.47,2622.77981,-3209.24397,-0.235181658,429.50543,62.6366998,23.6551695,9326970.95,2461.93249,-3398.76305,-0.228816609,4993.70261,62.5922055,23.3220969,8492090.09,2296.02398,-3179.39095,-0.225919043,59754.9478,62.5769106,23.2165493,8220366.58,2261.44487,-2777.18511,-0.201029781,106.780859,0.00433859138,0.00135804182,170.910495,0.00379112594,0.00124519371,429.50543,0.00386885442,0.00171478995,4993.70261,0.00294549206,0.00165538707,59754.9478,0.00284379394,0.894453466,1.00014431,60.0000054,6.2105968e-05,8300899.25,2786.06425,-4.2143871,-0.18561163,1.00801481,60.0022599,0.0262156938,8866951.45,2622.73386,17.1386309,0.0355474362,1.55568991,60.6231835,6.84111408,9328212.74,2462.65801,299.547657,0.0374975843,5.70470665,62.5996867,23.3982241,8506743.28,2303.58083,188.767863,0.0133799641,12.0320911,62.5565495,23.1200744,8262492.61,2284.2591,36.9238776,0.00267151211
377,201.819654,2388.06566,8069608.07,249.801055,2396.92784,8040055.11,528.450507,2329.09739,8165125.15,4449.26689,2260.62129,8002806.57,35532.57,2240.73953,7920813.2,201.819654,2388.06566,8069608.07,8069608.07,2388.88266,-2444.99973,-0.189216944,249.801055,2396.92784,8040055.11,8040055.11,2397.74243,-2122.28243,-0.162726985,528.450508,2329.09739,8165125.15,8165125.15,2329.94045,-2196.52367,-0.160017415,4449.26689,2260.62129,8002806.57,8002806.57,2261.48883,-2479.28949,-0.180833911,35532.57,2240.73953,7920813.2,7920813.2,2241.61365,-2762.84269,-0.203257179,201.819654,0.00311004011,0.00242372573,249.801055,0.00353226016,0.00285236755,528.448562,0.00346529232,0.00265003724,4416.40277,0.00334371883,0.00227016602,34968.0341,0.0116368027,15.8250858,201.819654,2388.06566,8069608.07,8069608.07,2388.97752,0.0,0.0,249.801055,2396.92784,8040055.11,8040055.11,2397.83634,0.0,0.0,528.448562,2329.10543,8165137.57,8165137.57,2330.04037,0.0,0.0,4416.40277,2276.24167,8028964.12,8028964.12,2277.19831,0.0,0.0,34968.033,2273.99207,7978084.0,7978084.0,2274.94965,0.0,0.0
705,301.764529,62.9943338,24.7144982,342.853324,62.9309394,24.3892046,659.114431,62.808346,24.0614771,6546.53039,62.6072673,23.2884166,63876.1444,62.5781694,23.1688994,301.764529,62.9943338,24.7144982,7842763.76,2433.94499,-1250.94148,-0.0898517477,342.853325,62.9309394,24.3892046,7849131.26,2440.49832,-1064.52031,-0.0769386101,659.114431,62.808346,24.0614771,7799543.49,2389.63588,-1219.0678,-0.0889881394,6546.5304,62.6072673,23.2884166,7982394.24,2229.54064,-2115.53847,-0.15516164,63876.1444,62.5781694,23.1688994,8245961.6,2227.95609,-2623.96687,-0.189838805,301.764529,0.0012724678,0.000248082646,342.853324,0.0017471803,0.000420835494,659.114431,0.00243271673,0.000778636845,6546.53039,0.00223616278,0.000943968316,63876.1444,0.00227857205,0.0336472277,4.71179947,63.8599372,30.6034507,7842763.81,2433.96758,2728.89942,0.176143963,4.82267819,63.9160045,30.537594,7849145.79,2440.53413,2280.82397,0.147320493,4.93936535,63.9720235,30.4510797,7802220.63,2391.42929,1184.85506,0.0768696256,4.99386576,63.9972036,30.4053438,8033968.98,2259.20225,143.832983,0.00920276757,5.34486729,63.9147105,30.0871345,8307798.63,2260.37933,31.136767,0.00196942807
140,81.2329033,62.9000684,25.0757193,142.486966,62.8693229,24.9669075,464.457656,62.5981742,23.3568046,5729.92361,62.5860621,23.2992571,50219.782,62.5890007,23.3057558,81.2329033,62.9000684,25.0757193,8303947.09,2259.29559,-4728.81487,-0.327705194,142.486966,62.8693229,24.9669075,8660836.44,2273.22906,-4689.52922,-0.318909129,464.457656,62.5981742,23.3568046,8065203.6,2268.53108,-3713.74539,-0.270581279,5729.92361,62.5860621,23.2992571,7994830.74,2265.06312,-3311.75423,-0.242651191,50219.782,62.5890007,23.3057558,7918238.57,2240.17131,-2872.69263,-0.211467325,81.2329033,0.0060713081,0.00351948866,142.486966,0.00557410144,0.0040436993,464.457656,0.00399118857,0.00329912533,5729.92361,0.00257269789,0.00162184968,50219.782,0.00854108539,11.9436449,1.0,66.0,0.0,8304753.13,2259.76124,0.0,0.0,1.0,66.0,0.0,8668996.0,2277.08359,0.0,0.0,1.0,66.0,0.0,8131258.9,2309.24901,0.0,0.0,1.0,66.0,0.0,8060582.24,2305.32881,0.0,0.0,1.0,66.0,0.0,7982339.79,2277.49603,0.0,0.0
709,523.84016,61.6082321,15.880732,610.57757,61.6595414,16.3174903,1013.27525,62.0488646,19.4494431,6504.00513,62.5446106,22.9910282,62197.8757,62.5719702,23.1388091,523.84016,61.6082321,15.880732,8419007.43,2124.65806,-3054.75891,-0.264186873,610.577571,61.6595414,16.3174903,8562405.3,2194.19946,-2715.61402,-0.229743625,1013.27525,62.0488646,19.4494431,8835417.06,2241.39652,-2163.12441,-0.165011566,6504.00513,62.5446106,22.9910282,8429809.61,2237.57503,-2617.03725,-0.187984406,62197.8757,62.5719702,23.1388091,8214446.52,2237.84028,-2595.96456,-0.188295137,523.84016,0.000901456098,0.000352846165,610.57757,0.00116326091,0.000535585313,1013.27525,0.00167386115,0.000837959658,6504.00513,0.00229134707,0.00217571634,62197.8757,0.00235458581,0.0629041487,2.99679846,66.6684886,32.9154083,8424802.29,2127.50998,-81.0952243,-0.00486985239,2.9980782,66.6677597,32.9048035,8577449.51,2201.85966,-67.2586208,-0.00400349436,2.99935911,66.6670309,32.8941948,8859980.15,2253.8868,-10.0638142,-0.000589503793,3.00858702,66.655113,32.9093793,8477007.15,2261.6818,46.542282,0.00278654816,6.76817787,64.5247044,32.0137619,8267994.59,2266.30323,1.20258272,7.39173707e-05
429,115.32611,2552.57933,7998513.25,149.982419,2523.90526,8094741.1,396.809093,2352.81084,7943757.42,4160.92089,2260.17793,7870262.35,35008.0855,2240.08658,7902514.75,115.32611,2552.57933,7998513.25,7998513.25,2553.34681,-3485.89569,-0.254378749,149.982419,2523.90526,8094741.1,8094741.1,2524.68204,-2978.23262,-0.215475916,396.809093,2352.81084,7943757.42,7943757.42,2353.64867,-1636.29582,-0.116978602,4160.92089,2260.17793,7870262.35,7870262.35,2261.04511,-2569.78234,-0.189075221,35008.0855,2240.08658,7902514.75,7902514.75,2240.96085,-2786.17906,-0.205250208,115.32611,0.00619330458,0.00554871437,149.982419,0.0063810554,0.00581098065,396.776833,0.00472106984,0.00396566471,4117.4009,0.00358663341,0.00243930676,34427.4705,0.0120365309,16.531287,115.32611,2552.57933,7998513.25,7998513.25,2553.44981,-3333.1823,-0.205294535,149.982419,2523.90526,8094741.1,8094741.1,2524.78561,-1875.02158,-0.114844048,396.776833,2352.99035,7944005.08,7944005.08,2353.9346,327.385858,0.0202499948,4117.4009,2282.36051,7905889.9,7905889.9,2283.332,54.6282546,0.00338198881,34427.4693,2274.81219,7962027.54,7962027.54,2275.71508,19.695321,0.00125881659
645,384.705947,60.8500472,8.72741528,467.207973,61.1663571,11.8318565,838.945158,61.9770826,18.8393507,5957.84995,62.538978,22.9769684,38514.8923,62.6026423,23.3937901,384.705947,60.8500472,8.72741528,8434708.34,2714.39632,-374.361936,-0.0436328748,467.207973,61.1663571,11.8318565,8552441.58,2636.11374,-476.421589,-0.0473608979,838.945158,61.9770826,18.8393507,8638675.18,2406.60378,-1241.48986,-0.0973165354,5957.84995,62.538978,22.9769684,8177485.1,2264.45065,-2752.10096,-0.200774299,38514.8923,62.6026423,23.3937901,7995924.79,2240.67203,-2726.29128,-0.199336859,384.705947,0.000967917732,0.000162874964,467.207973,0.00124188957,0.000245206418,838.945158,0.00186314077,0.000443920221,5957.84995,0.00245826741,0.0203987153,38514.8923,0.0203561702,35.0133979,1.0,66.0,0.0,8434708.34,2714.51665,0.0,0.0,1.0,66.0,0.0,8552441.58,2636.23032,0.0,0.0,1.0,66.0,0.0,8638677.06,2406.71173,0.0,0.0,1.0,66.0,0.0,8194827.54,2273.77904,0.0,0.0,1.0,66.0,6.96672942e-10,8067561.53,2281.20111,0.0,0.0
238,292.323587,60.7594636,5.19605581,323.545857,60.8214019,6.01202116,557.376405,61.5312563,13.7215128,5797.91969,62.4882263,22.5005543,60836.5249,62.5771959,23.2096858,292.323587,60.7594636,5.19605581,5666658.22,2496.76866,-2316.85594,-0.426971235,323.545857,60.8214019,6.01202116,5736567.72,2504.44602,-2129.32839,-0.362582076,557.376405,61.5312563,13.7215128,6210206.1,2414.84009,-2118.98396,-0.22954808,5797.91969,62.4882263,22.5005543,7752883.96,2283.04904,-2676.94758,-0.202680337,60836.5249,62.5771959,23.2096858,8010409.97,2266.66656,-2646.41963,-0.194087116,292.323587,0.00443466315,0.0064883626,323.545857,0.00445161434,0.00648450448,557.376405,0.00394469573,0.00539676955,5797.91969,0.0025808946,0.00275487049,60836.5249,0.00375131984,2.89789548,1.86758418,62.7872934,8.95475591,5666675.93,2496.87872,312.036751,0.0438040921,1.91830506,62.8722389,8.98367709,5736936.17,2505.6937,313.017123,0.0436014588,1.97199118,62.95739,8.99818439,6220254.59,2432.47826,303.144602,0.0405198954,1.99716318,62.9957387,8.99998184,7794410.69,2310.63416,287.245035,0.0342957316,1.99971595,62.9995739,8.99999982,8045472.11,2287.28746,284.227753,0.0334017688
